# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.053888320922851562e+00 3.675265884399414062e+01 5.093487501144409180e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.450234413146972656e+00 3.848282623291015625e+01 5.383016467094421387e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.136528491973876953e+00
1.000000000000000000e+03 9.397780150175094604e-02 8.977945894002914429e-03 8.550046011805534363e-03 2.195909110014326870e-05 7.716135382652282715e-01 5.272193811833858490e-04 1.705012097954750061e-02 4.157744813710451126e-03 2.291218843311071396e-03 2.195909110014326870e-05 7.716135382652282715e-01 5.272193811833858490e-04 1.023642182350158691e+00
2.000000000000000000e+03 1.122472286224365234e-01 1.115051060914993286e-01 2.204542979598045349e-03 3.894988822139566764e-06 7.526237964630126953e-01 7.890748747740872204e-06 2.479508891701698303e-02 1.116171628236770630e-01 2.053027972579002380e-03 3.894988822139566764e-06 7.526237964630126953e-01 7.890748747740872204e-06 1.024944424629211426e+00
3.000000000000000000e+03 1.059511080384254456e-01 1.154326461255550385e-02 1.802535611204802990e-03 4.896715836366638541e-05 7.451764941215515137e-01 1.174452518171165138e-05 9.628384374082088470e-03 7.783778477460145950e-03 1.954227453097701073e-03 4.896715836366638541e-05 7.451764941215515137e-01 1.174452518171165138e-05 1.026302814483642578e+00
4.000000000000000000e+03 1.051488891243934631e-01 1.275665964931249619e-02 1.285977428779006004e-03 9.202323417412117124e-05 7.408811450004577637e-01 2.695148396014701575e-06 8.254981599748134613e-03 8.588366210460662842e-03 1.426551025360822678e-03 9.202323417412117124e-05 7.408811450004577637e-01 2.695148396014701575e-06 1.026255607604980469e+00
5.000000000000000000e+03 1.042044311761856079e-01 1.623008213937282562e-02 1.570447348058223724e-03 2.941071579698473215e-04 7.260106205940246582e-01 8.468344958600937389e-07 6.076287478208541870e-03 1.080995053052902222e-02 1.222582184709608555e-03 2.941071579698473215e-04 7.260106205940246582e-01 8.468344958600937389e-07 1.025697946548461914e+00
6.000000000000000000e+03 4.686575010418891907e-02 3.709856420755386353e-02 4.604498099070042372e-04 3.448834270238876343e-02 3.930883109569549561e-01 1.358975168841425329e-05 4.633707925677299500e-03 3.702498972415924072e-02 3.588217077776789665e-04 3.448834270238876343e-02 3.930883109569549561e-01 1.358975168841425329e-05 1.016304135322570801e+00
7.000000000000000000e+03 3.308059275150299072e-02 2.229898609220981598e-02 3.054413537029176950e-04 1.212892085313796997e-01 6.901647150516510010e-02 1.037813854054547846e-05 4.333633556962013245e-02 5.423620715737342834e-02 5.022551631554961205e-04 1.212892085313796997e-01 6.901647150516510010e-02 1.037813854054547846e-05 1.009740233421325684e+00
8.000000000000000000e+03 2.352060284465551376e-03 1.879266812466084957e-03 7.165223451011115685e-06 4.519117646850645542e-04 2.752722321019973606e-05 7.355005493536737049e-10 7.233738899230957031e-02 2.630793750286102295e-01 6.887337076477706432e-04 4.519117646850645542e-04 2.752722321019973606e-05 7.355005493536737049e-10 1.005142211914062500e+00
9.000000000000000000e+03 5.139433778822422028e-04 4.280430730432271957e-04 4.136991719860816374e-06 9.744581802806351334e-06 4.112482088203250896e-07 3.274180926382541656e-11 4.766262695193290710e-02 2.105364203453063965e-01 1.358045614324510098e-03 9.744581802806351334e-06 4.112482088203250896e-07 3.274180926382541656e-11 1.004610657691955566e+00
1.000000000000000000e+04 2.154230460291728377e-04 1.981832028832286596e-04 2.494410409781266935e-06 1.112494260269158985e-06 2.116877695357288758e-08 8.185452315956354141e-12 3.906936943531036377e-02 1.899534016847610474e-01 1.783486339263617992e-03 1.112494260269158985e-06 2.116877695357288758e-08 8.185452315956354141e-12 1.004440784454345703e+00
1.100000000000000000e+04 1.461411593481898308e-04 1.309451763518154621e-04 2.186356368838460185e-06 1.125840753957163543e-07 1.356866619062202517e-09 3.570086448689835379e-10 3.496674448251724243e-02 1.810716092586517334e-01 2.029209863394498825e-03 1.125840753957163543e-07 1.356866619062202517e-09 3.570086448689835379e-10 1.004382252693176270e+00
1.200000000000000000e+04 9.072523243958130479e-05 6.862095324322581291e-05 1.445320776838343590e-06 8.447576504977405421e-08 1.151079231931362301e-10 6.266986929404083639e-12 3.216072171926498413e-02 1.709056794643402100e-01 2.275384264066815376e-03 8.447576504977405421e-08 1.151079231931362301e-10 6.266986929404083639e-12 1.004376769065856934e+00
1.300000000000000000e+04 2.763494150713086128e-03 3.069946728646755219e-02 2.044131178990937769e-05 9.502638022240716964e-06 9.680576340542756952e-08 3.638490397861460224e-09 3.217057138681411743e-02 2.071273177862167358e-01 2.378031844273209572e-03 9.502638022240716964e-06 9.680576340542756952e-08 3.638490397861460224e-09 1.003471136093139648e+00
1.400000000000000000e+04 9.987227531382814050e-05 3.559315882739610970e-05 3.791810968323261477e-06 6.380290784591124975e-08 1.638911726331571117e-07 2.494871864655578975e-09 2.953279763460159302e-02 1.635481268167495728e-01 2.525513526052236557e-03 6.380290784591124975e-08 1.638911726331571117e-07 2.494871864655578975e-09 1.004452705383300781e+00
1.500000000000000000e+04 1.054165419191122055e-02 2.686687186360359192e-02 6.088040390750393271e-05 1.730590156512334943e-05 3.958520267133280868e-08 7.908171539838804165e-08 3.680640086531639099e-02 1.930183023214340210e-01 2.703522797673940659e-03 1.730590156512334943e-05 3.958520267133280868e-08 7.908171539838804165e-08 1.002868771553039551e+00
1.600000000000000000e+04 3.212335650459863245e-05 1.085170297301374376e-04 2.094782757922075689e-06 6.982792228882317431e-07 2.304719615153771883e-08 1.801026883185841143e-09 2.754726447165012360e-02 1.590893864631652832e-01 3.000690136104822159e-03 6.982792228882317431e-07 2.304719615153771883e-08 1.801026883185841143e-09 1.004256010055541992e+00
1.700000000000000000e+04 1.534980401629582047e-05 7.330801508942386135e-06 7.717285939179419074e-07 2.362516626774890938e-09 4.946798526361817494e-11 5.684341886080801487e-14 2.729027718305587769e-02 1.588807702064514160e-01 3.028089180588722229e-03 2.362516626774890938e-09 4.946798526361817494e-11 5.684341886080801487e-14 1.004219770431518555e+00
1.800000000000000000e+04 7.607248146086931229e-03 9.973973035812377930e-03 3.271868918091058731e-03 1.048787671606987715e-04 2.845558083208743483e-05 8.293299470096826553e-05 3.652101382613182068e-02 1.924215704202651978e-01 7.631320971995592117e-03 1.048787671606987715e-04 2.845558083208743483e-05 8.293299470096826553e-05 1.003226518630981445e+00
1.900000000000000000e+04 9.189345291815698147e-06 3.799848855123855174e-06 6.249061925700516440e-07 1.854699172021412323e-09 3.197442310920450836e-14 5.115907697472721338e-13 2.738079614937305450e-02 1.620002985000610352e-01 3.184705972671508789e-03 1.854699172021412323e-09 3.197442310920450836e-14 5.115907697472721338e-13 1.004195094108581543e+00
2.000000000000000000e+04 2.842418325599282980e-05 1.184994980576448143e-04 1.535993419565784279e-06 2.432513213079801062e-07 7.847944516470306553e-10 5.820766091346740723e-09 2.789936214685440063e-02 1.657375395298004150e-01 3.067575162276625633e-03 2.432513213079801062e-07 7.847944516470306553e-10 5.820766091346740723e-09 1.004251480102539062e+00
